Passenger1 ID;Passenger2 ID;Number of flights together
13378;1850;5
10322;10327;5
3322;582;5
3167;263;5
3861;4554;5
11274;11600;5
10454;2292;5
737;747;5
6874;5761;5
5703;5727;5
7551;393;5
954;8729;5
730;1044;5
11644;6749;5
781;761;5
3867;7271;5
2169;2170;5
4770;5754;5
3768;119;5
10350;10833;5
1636;3120;5
5095;4744;5
3597;3575;5
2511;4080;5
4816;11280;5
6975;869;5
8229;7883;5
92;7643;5
5116;4917;5
5989;5904;5
8742;5612;5
281;10396;5
11201;2138;5
7060;5007;5
7327;10354;5
3734;6102;5
9676;6800;5
10460;2458;5
211;1673;5
1115;435;5
5669;10975;5
9816;6323;5
812;894;5
1038;1043;5
851;801;5
7656;9118;5
10784;11208;5
11957;9157;5
3503;5579;5
11239;3466;5
5434;3937;5
2699;2243;5
4353;2939;5
7608;7638;5
3552;3593;5
9480;8196;5
376;355;5
10440;10467;5
1272;2565;5
3226;844;5
4449;9690;5
4468;6813;5
2600;2243;5
9369;3632;5
6064;5706;5
8048;10368;5
1865;2993;5
330;385;5
8509;8036;5
3561;3600;5
9746;7398;5
11140;11176;5
4249;3330;5
935;2914;5
6830;6829;5
961;1422;5
4253;9111;5
4792;5235;5
1288;910;5
8057;4685;5
10482;10440;5
381;324;5
3357;1246;5
11687;1955;5
2024;4451;5
2472;2379;5
10756;10722;5
802;3762;5
2575;352;5
4874;4850;5
3837;9522;5
3444;3477;5
5731;1078;5
8835;10243;5
5911;3177;5
5511;9723;5
3894;9629;5
4274;5010;5
4283;4249;5
4718;3896;5
4627;8007;5
11730;8704;5
5037;2441;5
11140;11187;5
4269;4258;5
8702;8721;5
8149;9513;5
10795;10954;5
18;1656;5
4115;5012;5
8363;8519;5
10737;10791;5
2433;2440;5
4080;975;5
3919;2174;5
5919;5922;5
6120;9980;5
4496;3600;5
827;876;5
6163;6111;5
1539;9410;5
7820;6786;5
2124;2165;5
6827;6912;5
221;289;5
1662;4632;5
126;3639;5
366;2105;5
3631;11562;5
3671;3624;5
5479;6080;5
6800;6953;5
8444;5459;5
10401;10414;5
1735;1544;5
11886;7393;5
9696;1482;5
1253;1403;5
7820;11847;5
3239;10406;5
4331;4396;5
2521;2545;5
2441;2464;5
731;737;5
9324;9906;5
1252;759;5
9340;9374;5
4071;4032;5
2378;3599;5
5027;4171;5
11243;4978;5
3432;1045;5
11225;9369;5
1250;414;5
3486;662;5
13296;13561;5
3360;3380;5
9152;6033;5
6889;5761;5
10414;10438;5
529;5942;5
797;799;5
4399;1666;5
2458;8653;5
5533;3090;5
1288;1813;5
8411;8149;5
4490;9245;5
7018;4891;5
10541;5479;5
9690;9686;5
2570;2568;5
9710;9748;5
625;2926;5
582;12587;5
3544;6893;5
6864;6039;5
2272;2231;5
2539;2531;5
5901;5997;5
10466;10471;5
7028;7077;5
5956;4513;5
705;706;5
7560;8260;5
942;2970;5
4724;3913;5
8190;1974;5
10988;5238;5
8551;2597;5
3504;3529;5
10089;9331;5
8818;932;5
4468;3590;5
7741;3573;5
3618;3002;5
374;308;5
681;266;5
4770;4957;5
9098;9410;5
288;6013;5
1352;9225;5
10758;9833;5
9369;6111;5
9355;10357;5
3639;3698;5
354;1023;5
2207;2271;5
9757;8714;5
798;813;5
6853;3120;5
10248;7721;5
7194;5101;5
3727;3755;5
5116;6114;5
3356;398;5
92;5644;5
2758;3414;5
8964;8998;5
6813;5876;5
5994;5963;5
8190;8037;5
4336;4075;5
9252;8589;5
12574;12558;5
172;3545;5
6814;6866;5
9359;5116;5
2868;2684;5
556;2718;5
933;1322;5
5426;6052;5
10440;10485;5
10762;10727;5
7850;10667;5
1024;1276;5
5579;1677;5
2708;2785;5
13440;13416;5
7508;11396;5
5715;5762;5
6370;6494;5
8386;7774;5
5481;407;5
781;759;5
7601;7770;5
950;5788;5
737;727;5
3025;6584;5
10478;10009;5
1798;2905;5
4587;4569;5
4203;548;5
3515;3505;5
2608;2681;5
6343;7005;5
8837;756;5
3547;2427;5
712;716;5
3653;3689;5
6830;6896;5
2497;2425;5
3796;3741;5
5410;5477;5
2969;4012;5
8577;8517;5
5612;3025;5
211;3153;5
3618;484;5
4468;4627;5
12088;4772;5
8194;1378;5
135;2454;5
6100;1244;5
772;786;5
2413;2410;5
2345;3618;5
1028;6572;5
7727;157;5
1248;204;5
2792;2767;5
356;9974;5
939;949;5
13221;9974;5
8545;8590;5
7868;7770;5
7433;2378;5
7605;5566;5
5815;5876;5
3020;11794;5
13265;13594;5
3309;435;5
2857;2910;5
8190;4319;5
9035;11011;5
3540;3547;5
1021;11171;5
9874;5546;5
1084;1024;5
2653;2684;5
13862;13822;5
4946;4972;5
4816;12298;5
3188;716;5
9642;622;5
1053;1035;5
5209;1404;5
4772;1917;5
3447;9014;5
4816;8653;5
8110;8128;5
7243;9834;5
1158;5746;5
8213;6565;5
2600;2510;5
13276;4711;5
8068;7605;5
1322;994;5
3677;3634;5
5410;5496;5
8660;11572;5
5072;11239;5
2127;1085;5
1079;10089;5
3991;1643;5
707;721;5
8048;3802;5
5331;3801;5
6829;6898;5
9077;3309;5
2262;7612;5
706;355;5
3663;3508;5
7685;3093;5
6486;1544;5
3483;3405;5
3405;3471;5
6114;8368;5
4072;4061;5
10440;10453;5
9628;9610;5
3046;2752;5
7881;10089;5
333;2699;5
9784;9766;5
5116;6208;5
1337;5456;5
6858;9997;5
272;5865;5
1818;4388;5
5566;625;5
6020;6100;5
10802;12195;5
7850;5044;5
6059;12073;5
9014;1437;5
9664;9622;5
8775;3153;5
9679;4329;5
5505;7866;5
3998;3527;5
9619;9624;5
11723;11753;5
7082;4798;5
4398;1288;5
2258;5711;5
799;772;5
7579;1753;5
8212;2251;5
7379;3650;5
4275;4085;5
11211;13221;5
1673;4675;5
10450;10436;5
10267;3243;5
8019;9353;5
4329;4344;5
2398;3080;5
7700;7636;5
12544;12535;5
3941;3901;5
352;1833;5
1026;1072;5
3536;6478;5
2560;2567;5
9540;978;5
5111;1769;5
249;8146;5
2685;1033;5
5416;3465;5
4917;4713;5
8994;9091;5
3648;2334;5
13848;1143;5
9642;9665;5
726;768;5
2127;2170;5
3943;3645;5
6889;3576;5
11919;11906;5
6857;6293;5
762;729;5
391;11784;5
8320;651;5
3741;821;5
5374;11897;5
8001;2803;5
1271;1024;5
8509;8557;5
132;10244;5
4964;7609;5
9649;300;5
4468;1208;5
4395;2941;5
10313;7768;5
11870;2522;5
2993;5966;5
9654;9623;5
3187;10720;5
1064;4269;5
3536;2467;5
7162;2544;5
761;731;5
6776;4449;5
2178;263;5
5464;5459;5
6400;13894;5
3540;923;5
6524;7403;5
4010;1670;5
3519;8679;5
564;7676;5
1288;7530;5
3540;3502;5
3137;3109;5
172;2249;5
6823;9300;5
1369;2906;5
5080;4626;5
5330;484;5
2801;1240;5
1974;1973;5
5212;6857;5
8692;8684;5
11353;2910;5
4674;6897;5
5963;5948;5
761;719;5
10043;1526;5
1076;420;5
7393;6171;5
9031;9077;5
5100;7608;5
3688;5997;5
14093;14095;5
9376;6080;5
8587;293;5
2960;10377;5
7149;1946;5
793;10380;5
727;716;5
6707;7768;5
4070;9653;5
5406;5420;5
2514;1693;5
8299;3367;5
8258;5632;5
4791;75;5
5477;2789;5
3798;9206;5
4896;7406;5
2026;3643;5
719;726;5
5416;6065;5
1437;5611;5
5463;5448;5
4017;1696;5
6884;6844;5
8871;4917;5
360;760;5
7661;7194;5
9466;8048;5
5766;5737;5
724;727;5
1662;1625;5
11194;3020;5
2408;8544;5
10046;10021;5
5450;4339;5
703;762;5
356;316;5
10058;1378;5
263;272;5
2467;2222;5
6832;6884;5
9700;3002;5
7209;1818;5
5918;5922;5
341;308;5
5855;6583;5
5734;7998;5
1753;9653;5
5760;5741;5
2211;2201;5
9620;9602;5
271;1087;5
4249;7679;5
4647;4632;5
5799;7538;5
9997;10943;5
6159;202;5
363;2158;5
8348;1357;5
4046;4398;5
8387;7858;5
12220;12233;5
13253;1788;5
1673;9389;5
2106;2175;5
5797;1616;5
638;6554;5
4575;4556;5
7298;1078;5
5358;5314;5
10004;8078;5
6063;6832;5
7338;7395;5
3470;362;5
8821;7526;5
4738;4706;5
10004;9599;5
3462;7007;5
793;709;5
793;771;5
12146;6575;5
5479;855;5
9769;3216;5
392;61;5
10313;5253;5
1853;4321;5
7082;7602;5
6027;1992;5
13894;1465;5
3124;1169;5
2992;4084;5
1871;3247;5
5789;5720;5
4364;2759;5
5240;9822;5
1842;1828;5
10354;7590;5
9653;12553;5
888;844;5
4617;4618;5
1482;1432;5
3663;7853;5
793;764;5
2299;2242;5
3028;2336;5
3632;9321;5
7606;606;5
1444;5450;5
6523;9050;5
5986;5916;5
2972;979;5
4091;4082;5
3330;3093;5
6954;2225;5
9834;7505;5
1849;4774;5
4990;4972;5
3148;4223;5
7832;11171;5
4010;4364;5
6464;10203;5
3905;3924;5
747;773;5
10384;10371;5
4012;4063;5
2789;5436;5
9063;75;5
5494;407;5
763;705;5
5101;8057;5
5387;3858;5
5584;95;5
1666;5432;5
4640;4628;5
4541;9517;5
5278;8434;5
3278;5482;5
12286;3403;5
362;1056;5
2747;4896;5
10712;10744;5
4170;5081;5
8004;5055;5
305;381;5
2247;2235;5
5741;5982;5
2246;2278;5
6832;5706;5
3109;2592;5
9700;61;5
8961;3962;5
11587;6591;5
7656;9529;5
2032;4194;5
5420;5459;5
10346;10373;5
993;2912;5
4742;4786;5
5546;10368;5
58;5719;5
2778;3680;5
9602;9601;5
7433;3784;5
5931;5958;5
4167;4384;5
11508;8180;5
6447;8714;5
8945;8993;5
12653;12204;5
2334;2212;5
10484;10767;5
8904;6857;5
8685;2773;5
10954;12210;5
12374;8660;5
2802;1837;5
11176;11102;5
8642;13839;5
2243;2205;5
95;6786;5
920;4020;5
4300;3998;5
683;10015;5
6977;6984;5
833;5867;5
3461;3444;5
2236;2965;5
7676;4726;5
461;1240;5
11930;5227;5
11171;859;5
851;888;5
4353;5451;5
6847;6884;5
4280;5073;5
4052;407;5
7898;1637;5
4069;4988;5
8165;8180;5
13244;13240;5
628;8368;5
8961;8963;5
13651;7877;5
4700;4671;5
606;1230;5
9742;9586;5
4121;2185;5
11280;9493;5
170;5051;5
2972;1351;5
3563;3589;5
7220;10397;5
2174;4269;5
6832;6893;5
7064;10454;5
289;2152;5
6878;6889;5
4594;682;5
8411;5596;5
1315;2912;5
10416;10496;5
5761;2734;5
11610;11652;5
2509;2560;5
5490;6010;5
8427;5314;5
2242;2246;5
392;385;5
4481;6008;5
1982;7679;5
5080;6865;5
778;771;5
392;497;5
5604;5691;5
11137;6093;5
3637;7676;5
4637;8389;5
4171;7068;5
4376;4359;5
12389;9152;5
709;758;5
12380;4793;5
6020;5795;5
8116;13565;5
2024;392;5
343;1238;5
1963;4223;5
2247;3520;5
11047;11307;5
8993;8983;5
7635;13264;5
799;747;5
3883;5544;5
7431;7454;5
1942;2746;5
726;10004;5
839;894;5
3653;3700;5
6848;6844;5
3162;248;5
2204;13217;5
385;355;5
341;392;5
2530;2728;5
12958;12993;5
10772;10709;5
4171;7034;5
3531;4514;5
8803;9363;5
3367;3329;5
6310;4543;5
3959;3492;5
2951;946;5
3637;3612;5
7832;5747;5
4337;4584;5
6447;7243;5
2699;3924;5
4820;3002;5
7059;1511;5
10862;3921;5
6017;6872;5
1940;5789;5
3077;8662;5
6289;5058;5
9258;8589;5
6796;8209;5
2062;6317;5
6622;9357;5
1404;1762;5
6800;9665;5
993;932;5
3173;2272;5
2467;13620;5
6813;3735;5
7014;7612;5
8475;9828;5
330;382;5
9369;1860;5
6874;6104;5
6878;6885;5
6847;5966;5
4009;2717;5
13249;6591;5
10812;3615;5
293;3146;5
4335;2171;5
15160;15186;5
2789;4042;5
10086;8988;5
4552;92;5
324;315;5
8250;8254;5
9677;3844;5
1073;313;5
8574;5021;5
2074;4091;5
11593;2685;5
5643;230;5
5491;928;5
5494;2959;5
718;8998;5
1538;1586;5
5436;5463;5
7696;7403;5
6035;6023;5
356;13561;5
8017;8679;5
7656;10331;5
6092;1662;5
435;2786;5
13851;7544;5
606;266;5
3576;5761;5
11687;1573;5
4344;4384;5
7868;7605;5
744;780;5
8101;9997;5
4060;4380;5
10481;10480;5
7451;12570;5
7039;4798;5
10412;10485;5
5220;5232;5
4339;915;5
5615;2136;5
2457;1246;5
1819;4641;5
4440;3928;5
4070;12553;5
11049;11060;5
1133;1225;5
6825;6833;5
3153;1389;5
6047;6829;5
4552;10107;5
9395;9127;5
2645;3994;5
5572;5408;5
2521;2667;5
755;703;5
4850;5876;5
1389;7768;5
7575;7110;5
3369;3361;5
3937;6004;5
4202;10771;5
2639;356;5
2123;2183;5
10234;7844;5
1645;3180;5
4770;6293;5
6874;6836;5
275;427;5
3794;3706;5
3191;9557;5
3873;7667;5
1246;8114;5
8068;1677;5
11871;9466;5
6824;6870;5
799;773;5
628;6471;5
8158;8132;5
6030;2123;5
6880;6836;5
8262;9700;5
8686;8692;5
7820;5505;5
92;629;5
392;8729;5
11070;11045;5
204;2783;5
750;740;5
997;4481;5
751;731;5
468;5304;5
4069;5434;5
3077;3920;5
10744;10731;5
5404;2789;5
6844;6830;5
2238;2292;5
6017;6854;5
5240;1033;5
6258;11515;5
786;799;5
792;719;5
2245;2252;5
7956;2910;5
6293;13571;5
6535;356;5
3029;11272;5
10110;4841;5
9395;1860;5
6932;6950;5
8684;6317;5
5769;959;5
6469;2993;5
1005;7162;5
6304;2656;5
1026;1031;5
130;3571;5
300;9686;5
6866;6839;5
9850;9859;5
3672;3689;5
6317;9127;5
226;215;5
2407;2325;5
4020;4340;5
6469;5788;5
4010;4032;5
11089;8116;5
6565;8270;5
11435;3875;5
3585;2260;5
6833;6858;5
2959;4016;5
595;8105;5
12146;2684;5
10417;10424;5
2960;10349;5
4373;2969;5
4042;4007;5
7832;7318;5
4274;9540;5
9072;9016;5
628;4713;5
11833;11880;5
1927;6013;5
4430;6006;5
5703;5725;5
2993;5724;5
10710;10712;5
7379;8017;5
3741;9466;5
8946;8980;5
10439;10417;5
5947;5945;5
5212;8810;5
12570;12589;5
5503;3002;5
1789;5590;5
2539;2568;5
2532;8912;5
6813;6796;5
5055;11939;5
13462;10573;5
4270;9693;5
1095;355;5
2717;4013;5
734;766;5
6565;8230;5
11353;17;5
2596;4988;5
5042;4641;5
1095;2982;5
10779;10704;5
5219;687;5
2522;2570;5
2110;2154;5
135;132;5
2425;3662;5
1853;6080;5
1108;1472;5
7825;582;5
1300;2539;5
18;1143;5
4584;3432;5
6836;6469;5
14039;798;5
5773;5707;5
226;4438;5
1013;1043;5
9127;4713;5
5082;5084;5
9493;9898;5
3078;8679;5
11198;11157;5
638;613;5
2886;6052;5
10416;10424;5
7682;2437;5
4090;4387;5
13163;4685;5
4059;2759;5
6938;5800;5
2462;7552;5
3142;2134;5
2567;2539;5
2554;1576;5
10753;10780;5
2185;2148;5
9240;1265;5
2776;7629;5
10496;10445;5
804;862;5
11060;157;5
10447;4391;5
7798;7745;5
2970;9751;5
1737;11953;5
4092;9977;5
12173;3926;5
3492;1662;5
1232;6591;5
4441;10377;5
901;7039;5
13654;13636;5
816;8237;5
1769;9994;5
1626;8258;5
5960;5989;5
5771;438;5
1308;1581;5
9631;9669;5
138;13221;5
6854;6064;5
1053;5911;5
184;5964;5
47;6114;5
1208;1273;5
1818;7560;5
12351;5613;5
6061;6003;5
786;751;5
4584;3693;5
2588;9974;5
3223;4165;5
2205;2252;5
10416;10414;5
4721;5235;5
10271;3837;5
4194;4113;5
4359;2905;5
1505;6113;5
5490;6087;5
6613;7253;5
3021;3049;5
6854;6848;5
793;739;5
5706;6889;5
1358;1330;5
1077;3493;5
6447;479;5
8511;8411;5
14786;14731;5
479;8006;5
14059;1460;5
5416;10010;5
5464;2969;5
10334;10325;5
4774;3618;5
7862;12069;5
443;1300;5
1031;364;5
2674;3556;5
1733;9920;5
5923;5743;5
4904;4395;5
391;1643;5
5443;6855;5
7853;7900;5
4904;4969;5
6833;6829;5
6953;11909;5
1043;1057;5
6858;10943;5
3635;972;5
10453;10412;5
10328;11001;5
786;752;5
5538;3611;5
3491;3477;5
4856;4849;5
5402;5459;5
4649;4684;5
1055;5249;5
1505;10833;5
8584;1254;5
4080;5436;5
3590;6810;5
918;957;5
334;1056;5
814;8656;5
2548;9974;5
8475;9752;5
2775;4205;5
5596;6807;5
7747;258;5
7406;3102;5
244;740;5
167;10350;5
2482;5668;5
208;254;5
8729;4034;5
3926;4204;5
8411;281;5
6067;7661;5
4083;1482;5
7898;3028;5
1940;3503;5
4632;1651;5
10806;4641;5
4135;2982;5
5917;5946;5
1319;8563;5
3808;3871;5
5966;6071;5
11860;11798;5
5073;5714;5
7862;11376;5
497;4034;5
1043;1023;5
7713;8843;5
5798;5757;5
8180;8110;5
848;7403;5
9576;11136;5
2054;9493;5
5692;5690;5
6864;5443;5
4852;9672;5
4309;1666;5
4772;9410;5
6326;5819;5
10788;10770;5
6027;4554;5
5093;7825;5
8289;441;5
3741;7243;5
1296;4217;5
3177;6100;5
2383;860;5
5736;5758;5
270;13240;5
12298;12299;5
2501;3967;5
139;1303;5
5489;4097;5
9602;9686;5
5279;5220;5
12052;11727;5
3147;3357;5
6180;10535;5
4645;4984;5
5361;4587;5
2197;3421;5
6322;5770;5
5467;1651;5
3689;3604;5
2212;923;5
5997;2049;5
4584;6987;5
3768;11812;5
5793;5702;5
1475;855;5
4076;5573;5
4056;839;5
4854;5998;5
915;4053;5
3064;5503;5
1254;3117;5
795;730;5
1905;1954;5
11225;2054;5
4379;4377;5
262;8895;5
6809;6830;5
3253;8976;5
4903;9862;5
479;1475;5
6529;1342;5
11957;1631;5
183;13272;5
5788;6408;5
244;3167;5
11923;8511;5
9906;11687;5
6929;8544;5
8704;12057;5
2216;2231;5
5982;5922;5
5958;3889;5
2573;2655;5
13851;18;5
9053;8273;5
5303;1351;5
10862;1189;5
12100;11315;5
5471;1666;5
5081;5007;5
4332;1432;5
3278;10325;5
6814;6817;5
4552;1662;5
649;2681;5
9624;9602;5
3154;673;5
281;394;5
1243;2531;5
3278;8297;5
6805;6067;5
1917;352;5
730;721;5
2463;2472;5
1014;1228;5
5443;4053;5
4914;3937;5
315;5538;5
11283;11206;5
10082;10036;5
10523;8964;5
11719;11753;5
12906;12947;5
6817;6885;5
5378;4574;5
4451;4774;5
10541;4170;5
5227;11914;5
859;833;5
631;147;5
4755;2548;5
7721;10205;5
5278;13620;5
688;7244;5
1871;4524;5
5964;5720;5
4396;4307;5
8704;3298;5
4019;4010;5
364;4152;5
11102;11137;5
6104;3560;5
1021;727;5
4086;72;5
654;656;5
9513;9770;5
4235;2713;5
10327;10313;5
1391;2968;5
1942;1961;5
3141;1699;5
1119;5289;5
4060;4090;5
258;1505;5
771;747;5
8017;1254;5
3678;2407;5
10480;10476;5
8979;9000;5
758;762;5
2012;7560;5
4904;6087;5
3123;12195;5
729;761;5
3454;5116;5
2298;2229;5
14018;1709;5
5073;7495;5
4607;6469;5
11562;779;5
5795;8093;5
6865;490;5
901;961;5
276;2565;5
5719;1381;5
13203;6743;5
2588;6067;5
95;5505;5
7881;9331;5
12244;6099;5
2570;293;5
8211;11353;5
6072;4940;5
11940;7693;5
8919;8149;5
8348;8132;5
731;724;5
4916;4387;5
9157;1460;5
5672;9622;5
4339;6052;5
10899;8562;5
1505;4363;5
3193;3413;5
4127;4427;5
2496;28;5
9994;11211;5
8105;8126;5
2511;5440;5
5613;4329;5
141;3603;5
308;366;5
12204;2358;5
5374;1096;5
5448;2789;5
913;1369;5
3688;3642;5
12323;11587;5
4152;3713;5
3349;3317;5
5411;3093;5
1053;354;5
3330;5579;5
6796;1208;5
10205;183;5
1043;1053;5
1310;1314;5
11855;11803;5
6004;2509;5
2841;9066;5
4769;1160;5
5758;5708;5
5411;2926;5
5934;5907;5
729;716;5
8584;9386;5
3643;3677;5
933;407;5
9096;9051;5
2101;7180;5
905;5072;5
6848;6833;5
811;3779;5
4957;8810;5
13432;11166;5
4395;5426;5
13284;5754;5
4473;2699;5
1056;1025;5
6870;6848;5
4969;6869;5
11214;3409;5
4113;4756;5
3663;8006;5
1677;4556;5
10196;9833;5
7820;6773;5
4728;4580;5
6749;7823;5
8105;4031;5
5653;5623;5
6796;1940;5
759;494;5
281;13693;5
11930;8445;5
382;61;5
12704;12771;5
7924;7904;5
3151;3182;5
731;792;5
7505;9410;5
4090;8961;5
6323;4770;5
4550;5442;5
497;4202;5
10418;10452;5
9777;1064;5
4871;7720;5
264;1410;5
331;2674;5
6853;6830;5
7768;10371;5
6847;6898;5
3519;5233;5
5308;5396;5
915;4012;5
2906;2959;5
6733;6718;5
4650;4467;5
9386;8562;5
456;1220;5
4944;4034;5
2206;2247;5
6261;2841;5
1007;1021;5
2235;2262;5
10764;3064;5
6824;6814;5
3846;10938;5
10726;5522;5
8936;8993;5
3439;8824;5
205;276;5
1728;3054;5
774;5145;5
700;4876;5
13862;13848;5
2706;7685;5
8679;6001;5
8818;3492;5
4335;4004;5
767;741;5
3935;1315;5
2467;3571;5
5990;5982;5
2233;2242;5
9044;9067;5
12195;13365;5
9742;5963;5
7114;7661;5
2407;3675;5
1572;6092;5
1030;1067;5
1056;355;5
5416;4053;5
750;772;5
5533;10350;5
5769;5993;5
3114;3159;5
8276;8245;5
3648;5037;5
11610;7364;5
4092;6529;5
10791;10770;5
729;746;5
2969;5443;5
1314;1367;5
1352;5711;5
4373;6063;5
3477;451;5
1371;1367;5
2101;2161;5
4665;4947;5
6986;7450;5
2479;10631;5
3612;3691;5
1343;5742;5
6893;6898;5
3615;3672;5
3716;811;5
6408;5706;5
11136;11194;5
2486;2433;5
10799;10779;5
7721;42;5
11090;2869;5
8375;8326;5
7685;6813;5
1056;324;5
12516;2685;5
10431;9770;5
9443;7073;5
6111;1079;5
6893;6839;5
4749;1464;5
8544;1431;5
10330;10359;5
606;3146;5
6385;10085;5
13561;7661;5
7074;6322;5
1208;5579;5
10022;6317;5
309;2491;5
1898;12195;5
10697;5533;5
13564;6293;5
8411;5911;5
4860;8824;5
795;799;5
9383;4955;5
5922;3967;5
5661;8892;5
8732;3041;5
998;10652;5
1531;564;5
11872;11186;5
13571;6323;5
8257;1769;5
6087;2939;5
10454;10486;5
763;1029;5
5418;3888;5
5724;5993;5
941;2222;5
6805;1917;5
716;731;5
4373;6017;5
13560;12189;5
4255;4258;5
1084;2678;5
4711;13378;5
4344;7110;5
5943;4713;5
8729;3618;5
11756;11742;5
8837;8350;5
5002;8197;5
3706;805;5
9988;8563;5
2511;4083;5
7983;9385;5
5380;10010;5
5479;10576;5
4142;822;5
6893;6872;5
11450;9035;5
3640;3875;5
4502;13549;5
2939;4052;5
13249;2964;5
305;354;5
712;759;5
211;3590;5
5414;4395;5
1223;8566;5
3547;3509;5
9359;10328;5
10089;6471;5
5414;613;5
844;833;5
10322;6441;5
8089;6052;5
5355;8590;5
758;752;5
757;6059;5
8979;2488;5
6706;1429;5
592;1531;5
9874;5544;5
167;3090;5
1430;3858;5
3746;1386;5
4904;4399;5
4556;3297;5
3356;9834;5
1817;1884;5
1853;5426;5
286;295;5
9395;10024;5
2199;2105;5
4577;4592;5
5451;5483;5
1276;4802;5
602;2106;5
9818;478;5
6773;8093;5
741;1240;5
11271;11275;5
1464;5419;5
2556;2780;5
4903;4300;5
1829;9466;5
11478;11408;5
1056;3439;5
760;731;5
6830;6885;5
6323;9174;5
6898;5788;5
6833;1961;5
1850;435;5
2334;3679;5
3528;10512;5
759;2672;5
3802;10377;5
10009;10104;5
6764;4711;5
12570;2549;5
1670;4121;5
3055;3047;5
10440;10461;5
1242;11290;5
6893;6855;5
10212;10257;5
8993;8965;5
7194;183;5
2024;9700;5
8399;6541;5
2596;4069;5
4286;2719;5
362;768;5
3706;578;5
3545;3651;5
6825;5443;5
763;3483;5
374;1013;5
10548;9258;5
13848;1656;5
7810;7829;5
8861;7658;5
5414;5910;5
913;951;5
10067;8810;5
5421;4364;5
1465;6400;5
3502;3578;5
1001;3436;5
6880;6897;5
2264;3535;5
13194;1399;5
2667;440;5
2545;1561;5
2759;1817;5
5451;5476;5
5876;7799;5
5795;5490;5
5669;9828;5
5101;9540;5
9611;4270;5
6810;4689;5
9649;9648;5
5414;501;5
6409;2545;5
7629;606;5
3573;2378;5
1293;1300;5
4786;1833;5
5516;7643;5
11026;968;5
11948;3361;5
933;1370;5
6010;6867;5
10880;10858;5
10335;10398;5
1573;11784;5
1248;1369;5
10762;10795;5
4137;10722;5
1375;1381;5
4993;4991;5
8735;6030;5
11649;11680;5
1044;1031;5
5467;1046;5
11957;1218;5
11323;11515;5
7141;1946;5
9611;1982;5
5738;3483;5
3889;7846;5
5743;5737;5
4022;4040;5
2906;5423;5
4781;3191;5
8642;4566;5
1057;5278;5
8599;1833;5
10652;6764;5
2249;2261;5
773;734;5
1053;4627;5
4983;6100;5
4046;4012;5
13560;13265;5
378;334;5
554;4280;5
706;737;5
4991;4998;5
7872;8093;5
4394;4376;5
778;737;5
3671;3679;5
3940;147;5
2949;9544;5
855;8017;5
3979;4483;5
14059;14070;5
10313;1389;5
2242;2243;5
4088;4029;5
7540;4089;5
11529;9922;5
4080;5435;5
1591;132;5
1917;7243;5
5911;8068;5
703;719;5
9063;4749;5
6554;9661;5
8403;2939;5
3247;7376;5
12298;5613;5
9264;7696;5
7099;6591;5
3413;3440;5
3862;5047;5
5788;6064;5
1028;7110;5
9700;2090;5
3105;3177;5
7737;2970;5
2545;2214;5
6412;6447;5
3531;9441;5
4897;7379;5
8163;7682;5
11253;11215;5
2035;2467;5
119;2004;5
6199;3812;5
6885;6825;5
1703;5219;5
132;2068;5
368;1013;5
147;3920;5
1106;1833;5
5500;1484;5
348;9957;5
4670;4643;5
6974;5775;5
4339;2511;5
5606;5630;5
3681;3639;5
10089;5116;5
394;4764;5
3476;3174;5
4340;4010;5
7349;1678;5
4399;5414;5
741;11593;5
6813;6805;5
952;8180;5
5503;6765;5
6138;6199;5
12428;12430;5
9620;4933;5
10058;4364;5
3405;3410;5
14746;14768;5
2264;3568;5
928;901;5
2030;9050;5
8563;5012;5
5416;4025;5
10313;10394;5
3021;10616;5
5055;11930;5
9672;4329;5
11094;11086;5
9395;628;5
816;2488;5
416;154;5
7180;7120;5
1831;9752;5
3901;3940;5
10466;10473;5
374;385;5
5439;1464;5
1014;369;5
1261;399;5
5696;5016;5
1265;1262;5
6885;6469;5
1223;1581;5
8320;103;5
9611;9602;5
10024;9385;5
6707;1389;5
4336;4010;5
2829;12244;5
3914;3901;5
11014;8981;5
3571;1313;5
3286;3285;5
3966;274;5
6896;6832;5
8446;7064;5
7667;6030;5
3608;6474;5
1343;7998;5
221;272;5
707;747;5
7590;2719;5
12001;10945;5
10248;5201;5
2743;2802;5
2567;275;5
6743;637;5
12542;3112;5
328;381;5
10591;5661;5
1351;4930;5
5993;6469;5
11145;11130;5
10480;10461;5
2283;2286;5
11136;10454;5
4083;975;5
11416;1196;5
4249;8068;5
1613;3278;5
11296;932;5
1002;1056;5
1569;732;5
15153;15158;5
650;611;5
10640;8510;5
4034;4019;5
662;7656;5
11416;9445;5
6613;6694;5
2054;10015;5
6825;6878;5
1269;2567;5
276;386;5
3963;3670;5
3421;3483;5
6097;1371;5
3612;9790;5
9478;13215;5
3622;2441;5
4296;4211;5
5722;5760;5
5394;4548;5
5632;7044;5
2581;11296;5
3739;3706;5
10731;4853;5
928;4011;5
4640;4677;5
1046;4967;5
9363;7625;5
3741;3802;5
6844;6853;5
1966;1032;5
727;755;5
1315;3046;5
10858;1772;5
9063;1927;5
12519;2306;5
1340;8329;5
258;10661;5
4353;1696;5
559;5911;5
1310;2968;5
2841;4034;5
5692;5696;5
8195;288;5
10795;10704;5
3527;631;5
